order_id,order_date,customer_id,region,city,channel,payment_method,product_id,product_name,category,quantity,unit_price,discount,revenue,cost,profit
503126,2023-06-04,10301,North,Lucknow,Distributor,Cash,1014,Phone Case,Accessories,1,2673.93,0.07,2486.75,1606.66,880.09
503127,2023-06-05,10246,North,Lucknow,Retail Store,Cash,1015,Keyboard,Accessories,2,1427.41,0.12,2512.24,2072.38,439.86
503128,2023-06-05,10790,West,Ahmedabad,Online,UPI,1013,Charging Cable,Accessories,6,2258.73,0.08,12468.19,9267.78,3200.41
503129,2023-06-05,10963,North,Lucknow,Distributor,Net Banking,1002,Laptop,Electronics,1,28914.9,0.12,25445.11,20910.47,4534.64
503130,2023-06-05,10554,North,Jaipur,Online,UPI,1003,Earbuds,Electronics,1,16566.65,0.1,14909.99,12974.05,1935.94
503131,2023-06-05,10405,South,Chennai,Distributor,Debit Card,1009,Vacuum Cleaner,Home Appliances,2,7578.49,0.05,14399.13,12489.34,1909.79
503132,2023-06-05,10765,West,Pune,Retail Store,Debit Card,1008,Microwave,Home Appliances,1,9914.85,0.03,9617.4,7412.2,2205.2
503133,2023-06-05,10906,East,Kolkata,Retail Store,Cash,1008,Microwave,Home Appliances,1,11535.22,0.05,10958.46,8457.06,2501.4
503134,2023-06-05,10632,East,Guwahati,Distributor,Credit Card,1004,Smartwatch,Electronics,1,36283.52,0.09,33018.0,29544.26,3473.74
503135,2023-06-05,10636,East,Kolkata,Retail Store,Net Banking,1007,Air Purifier,Home Appliances,1,9754.4,0.05,9266.68,7867.29,1399.39
503136,2023-06-05,10248,West,Mumbai,Online,Credit Card,1002,Laptop,Electronics,1,30765.23,0.11,27381.05,25741.24,1639.81
503137,2023-06-05,10108,South,Bengaluru,Online,UPI,1005,Tablet,Electronics,1,31139.32,0.09,28336.78,25022.84,3313.94
503138,2023-06-05,11116,East,Kolkata,Distributor,UPI,1011,Power Bank,Accessories,1,1493.63,0.08,1374.14,972.57,401.57
503139,2023-06-05,11028,South,Bengaluru,Retail Store,Debit Card,1004,Smartwatch,Electronics,1,26510.21,0.09,24124.29,22071.72,2052.57
503140,2023-06-05,11146,South,Kochi,Retail Store,UPI,1013,Charging Cable,Accessories,5,2650.28,0.05,12588.83,9718.9,2869.93
503141,2023-06-05,10437,North,Lucknow,Online,Debit Card,1014,Phone Case,Accessories,2,2474.54,0.09,4503.66,3447.3,1056.36
503142,2023-06-05,10959,West,Mumbai,Retail Store,Credit Card,1002,Laptop,Electronics,1,22573.54,0.03,21896.33,17648.37,4247.96
503143,2023-06-05,10394,East,Bhubaneswar,Retail Store,Credit Card,1001,Smartphone,Electronics,1,33005.56,0.1,29705.0,25260.99,4444.01
503144,2023-06-05,10048,South,Hyderabad,Online,Debit Card,1008,Microwave,Home Appliances,1,13678.43,0.14,11763.45,11323.97,439.48
503145,2023-06-05,10328,South,Chennai,Online,Cash,1015,Keyboard,Accessories,1,2087.71,0.1,1878.94,1512.72,366.22
503146,2023-06-05,10651,West,Pune,Retail Store,Cash,1002,Laptop,Electronics,1,35251.95,0.07,32784.31,28913.06,3871.25
503147,2023-06-05,10207,East,Patna,Online,Debit Card,1010,Water Purifier,Home Appliances,3,8742.97,0.09,23868.31,19773.33,4094.98
503148,2023-06-05,10506,North,Chandigarh,Distributor,UPI,1008,Microwave,Home Appliances,1,6470.13,0.08,5952.52,5213.69,738.83
503149,2023-06-06,10294,West,Pune,Retail Store,UPI,1006,Mixer Grinder,Home Appliances,1,10098.29,0.05,9593.38,7246.25,2347.13
503150,2023-06-06,11087,South,Chennai,Online,Net Banking,1008,Microwave,Home Appliances,4,6694.24,0.02,26241.42,22159.96,4081.46
503151,2023-06-06,10908,South,Chennai,Online,Credit Card,1007,Air Purifier,Home Appliances,3,9039.26,0.07,25219.54,20877.93,4341.61
503152,2023-06-06,10401,East,Guwahati,Online,Net Banking,1014,Phone Case,Accessories,4,1955.25,0.04,7508.16,5065.12,2443.04
503153,2023-06-06,10141,East,Guwahati,Online,Net Banking,1003,Earbuds,Electronics,1,29255.16,0.01,28962.61,21574.89,7387.72
503154,2023-06-06,10128,West,Surat,Retail Store,Credit Card,1005,Tablet,Electronics,1,17024.56,0.04,16343.58,13594.43,2749.15
503155,2023-06-06,11180,East,Patna,Retail Store,UPI,1003,Earbuds,Electronics,1,23706.92,0.1,21336.23,18239.26,3096.97
503156,2023-06-06,10027,North,Chandigarh,Retail Store,Credit Card,1008,Microwave,Home Appliances,1,10523.72,0.07,9787.06,7782.91,2004.15
503157,2023-06-06,10680,East,Bhubaneswar,Retail Store,Debit Card,1004,Smartwatch,Electronics,1,30280.58,0.03,29372.16,21879.19,7492.97
503158,2023-06-06,10787,North,Jaipur,Retail Store,Credit Card,1014,Phone Case,Accessories,1,3088.96,0.04,2965.4,1873.6,1091.8
503159,2023-06-06,11095,West,Mumbai,Online,Cash,1005,Tablet,Electronics,1,21569.23,0.11,19196.61,16654.79,2541.82
503160,2023-06-06,10887,North,Lucknow,Online,Credit Card,1008,Microwave,Home Appliances,1,8990.02,0.11,8001.12,7433.97,567.15
503161,2023-06-06,10532,North,Delhi,Online,Cash,1010,Water Purifier,Home Appliances,5,9984.43,0.0,49922.15,38248.5,11673.65
503162,2023-06-06,10955,West,Pune,Online,Debit Card,1014,Phone Case,Accessories,1,2414.92,0.08,2221.73,1684.48,537.25
503163,2023-06-06,10098,South,Kochi,Online,UPI,1007,Air Purifier,Home Appliances,1,11796.03,0.1,10616.43,9054.11,1562.32
503164,2023-06-06,11199,East,Bhubaneswar,Online,UPI,1003,Earbuds,Electronics,1,27063.87,0.09,24628.12,21927.93,2700.19
503165,2023-06-07,11040,South,Hyderabad,Online,Credit Card,1010,Water Purifier,Home Appliances,2,9308.93,0.14,16011.36,14228.08,1783.28
503166,2023-06-07,10555,West,Ahmedabad,Retail Store,UPI,1005,Tablet,Electronics,1,36574.08,0.04,35111.12,26377.4,8733.72
503167,2023-06-07,10207,South,Kochi,Online,Cash,1014,Phone Case,Accessories,1,2301.65,0.0,2301.65,1685.01,616.64
503168,2023-06-07,11106,West,Ahmedabad,Retail Store,Credit Card,1014,Phone Case,Accessories,1,2806.93,0.04,2694.65,1833.24,861.41
503169,2023-06-07,10326,South,Chennai,Online,UPI,1006,Mixer Grinder,Home Appliances,3,11985.09,0.0,35955.27,29189.61,6765.66
503170,2023-06-07,10338,South,Hyderabad,Online,Cash,1006,Mixer Grinder,Home Appliances,1,8511.51,0.12,7490.13,6322.18,1167.95
503171,2023-06-07,11063,North,Delhi,Online,UPI,1011,Power Bank,Accessories,2,1120.44,0.04,2151.24,1576.88,574.36
503172,2023-06-07,10344,East,Guwahati,Online,Debit Card,1009,Vacuum Cleaner,Home Appliances,1,7823.04,0.11,6962.51,6122.66,839.85
503173,2023-06-07,10601,North,Delhi,Online,Debit Card,1014,Phone Case,Accessories,1,2477.09,0.01,2452.32,1887.82,564.5
503174,2023-06-07,10622,North,Chandigarh,Online,UPI,1007,Air Purifier,Home Appliances,1,9462.83,0.12,8327.29,7426.68,900.61
503175,2023-06-07,10737,West,Surat,Online,UPI,1014,Phone Case,Accessories,3,2927.72,0.13,7641.35,5504.61,2136.74
503176,2023-06-07,10977,East,Kolkata,Retail Store,Net Banking,1010,Water Purifier,Home Appliances,2,11088.5,0.08,20402.84,18404.8,1998.04
503177,2023-06-07,10444,West,Pune,Retail Store,UPI,1003,Earbuds,Electronics,1,41126.49,0.1,37013.84,31769.65,5244.19
503178,2023-06-07,10845,West,Pune,Online,UPI,1005,Tablet,Electronics,1,17120.61,0.04,16435.79,12924.14,3511.65
503179,2023-06-07,10898,North,Delhi,Retail Store,Net Banking,1010,Water Purifier,Home Appliances,1,12494.19,0.14,10745.0,9977.29,767.71
503180,2023-06-07,10605,West,Pune,Online,Net Banking,1011,Power Bank,Accessories,2,1530.78,0.14,2632.94,2235.96,396.98
503181,2023-06-07,10541,North,Lucknow,Online,UPI,1001,Smartphone,Electronics,1,19613.92,0.04,18829.36,14133.08,4696.28
503182,2023-06-08,10693,South,Chennai,Online,UPI,1002,Laptop,Electronics,1,30213.17,0.12,26587.59,23170.32,3417.27
503183,2023-06-08,10989,West,Pune,Online,Credit Card,1006,Mixer Grinder,Home Appliances,1,3693.73,0.1,3324.36,2982.97,341.39
503184,2023-06-08,10160,West,Ahmedabad,Retail Store,Credit Card,1012,Bluetooth Speaker,Accessories,3,2155.08,0.03,6271.28,4373.82,1897.46
503185,2023-06-08,10710,North,Chandigarh,Online,Credit Card,1015,Keyboard,Accessories,4,1987.53,0.15,6757.6,5619.44,1138.16
503186,2023-06-08,10129,West,Mumbai,Retail Store,Credit Card,1008,Microwave,Home Appliances,1,10803.34,0.04,10371.21,7599.18,2772.03
503187,2023-06-08,10366,South,Bengaluru,Retail Store,UPI,1002,Laptop,Electronics,1,27489.14,0.05,26114.68,20676.38,5438.3
503188,2023-06-08,10324,West,Mumbai,Retail Store,Debit Card,1004,Smartwatch,Electronics,1,32405.26,0.09,29488.79,24724.96,4763.83
503189,2023-06-08,10002,East,Patna,Online,Net Banking,1002,Laptop,Electronics,1,26249.49,0.09,23887.04,21971.79,1915.25
503190,2023-06-08,10602,North,Lucknow,Retail Store,Credit Card,1002,Laptop,Electronics,1,23352.7,0.06,21951.54,18402.81,3548.73
503191,2023-06-08,10168,South,Bengaluru,Online,Credit Card,1008,Microwave,Home Appliances,1,11159.95,0.01,11048.35,8250.72,2797.63
503192,2023-06-09,10670,North,Chandigarh,Distributor,Credit Card,1013,Charging Cable,Accessories,1,2694.28,0.1,2424.85,1910.42,514.43
503193,2023-06-09,10869,South,Bengaluru,Retail Store,Credit Card,1008,Microwave,Home Appliances,1,13460.48,0.1,12114.43,10497.56,1616.87
503194,2023-06-09,11152,North,Delhi,Online,Credit Card,1013,Charging Cable,Accessories,4,634.58,0.09,2309.87,1975.36,334.51
503195,2023-06-09,10895,West,Pune,Distributor,Cash,1002,Laptop,Electronics,1,19456.13,0.15,16537.71,15879.16,658.55
503196,2023-06-09,10954,South,Hyderabad,Online,Credit Card,1006,Mixer Grinder,Home Appliances,3,10657.45,0.02,31332.9,25064.4,6268.5
503197,2023-06-09,10771,South,Hyderabad,Retail Store,Credit Card,1009,Vacuum Cleaner,Home Appliances,5,10169.41,0.06,47796.23,40471.45,7324.78
503198,2023-06-09,10702,North,Jaipur,Online,Credit Card,1008,Microwave,Home Appliances,3,15610.09,0.0,46830.27,36575.85,10254.42
503199,2023-06-09,10441,South,Kochi,Retail Store,Debit Card,1011,Power Bank,Accessories,4,1823.28,0.05,6928.46,5279.84,1648.62
503200,2023-06-09,10546,West,Pune,Online,Credit Card,1002,Laptop,Electronics,1,29504.9,0.06,27734.61,22338.14,5396.47
503201,2023-06-09,10885,North,Jaipur,Online,Credit Card,1001,Smartphone,Electronics,1,28998.24,0.1,26098.42,21103.78,4994.64
503202,2023-06-09,10039,West,Mumbai,Retail Store,Credit Card,1014,Phone Case,Accessories,5,2267.49,0.08,10430.45,8151.4,2279.05
503203,2023-06-09,10088,West,Pune,Online,Credit Card,1013,Charging Cable,Accessories,1,1122.37,0.07,1043.8,830.35,213.45
503204,2023-06-09,10557,East,Patna,Online,UPI,1006,Mixer Grinder,Home Appliances,1,8806.87,0.17,7309.7,6183.26,1126.44
503205,2023-06-09,10285,West,Mumbai,Retail Store,Credit Card,1005,Tablet,Electronics,1,27808.98,0.08,25584.26,21933.93,3650.33
503206,2023-06-09,10522,West,Pune,Retail Store,Net Banking,1003,Earbuds,Electronics,1,31065.32,0.05,29512.05,26184.58,3327.47
503207,2023-06-09,10048,West,Pune,Online,Cash,1014,Phone Case,Accessories,2,1268.96,0.12,2233.37,1707.44,525.93
503208,2023-06-09,10129,West,Ahmedabad,Online,Credit Card,1006,Mixer Grinder,Home Appliances,2,14342.07,0.09,26102.57,22815.58,3286.99
503209,2023-06-09,10793,East,Guwahati,Online,UPI,1007,Air Purifier,Home Appliances,2,12910.63,0.05,24530.2,18954.6,5575.6
503210,2023-06-09,10428,North,Chandigarh,Online,Credit Card,1010,Water Purifier,Home Appliances,1,11573.76,0.09,10532.12,8377.46,2154.66
503211,2023-06-09,10051,North,Jaipur,Distributor,Net Banking,1003,Earbuds,Electronics,1,22344.97,0.0,22344.97,18259.08,4085.89
503212,2023-06-10,10043,West,Ahmedabad,Distributor,UPI,1012,Bluetooth Speaker,Accessories,1,2682.61,0.11,2387.52,1840.07,547.45
503213,2023-06-10,10817,South,Hyderabad,Retail Store,UPI,1010,Water Purifier,Home Appliances,3,8611.58,0.05,24543.0,21021.87,3521.13
503214,2023-06-10,10886,South,Bengaluru,Online,Cash,1003,Earbuds,Electronics,1,35382.52,0.0,35382.52,26699.33,8683.19
503215,2023-06-10,11072,East,Patna,Retail Store,UPI,1012,Bluetooth Speaker,Accessories,1,1969.89,0.14,1694.11,1183.85,510.26
503216,2023-06-10,10157,East,Guwahati,Online,Credit Card,1008,Microwave,Home Appliances,1,11844.07,0.05,11251.87,9334.88,1916.99
503217,2023-06-10,10862,South,Chennai,Retail Store,UPI,1007,Air Purifier,Home Appliances,1,16844.3,0.07,15665.2,12940.31,2724.89
503218,2023-06-10,10662,South,Bengaluru,Distributor,UPI,1002,Laptop,Electronics,1,15278.1,0.11,13597.51,12297.68,1299.83
503219,2023-06-10,10832,West,Surat,Online,Net Banking,1010,Water Purifier,Home Appliances,1,13429.75,0.12,11818.18,9518.52,2299.66
503220,2023-06-10,10486,North,Lucknow,Online,UPI,1002,Laptop,Electronics,1,26257.18,0.12,23106.32,18973.4,4132.92
503221,2023-06-10,10025,South,Kochi,Retail Store,UPI,1004,Smartwatch,Electronics,1,38672.2,0.12,34031.54,29336.88,4694.66
503222,2023-06-10,10049,South,Hyderabad,Online,Debit Card,1015,Keyboard,Accessories,1,2054.61,0.1,1849.15,1379.64,469.51
503223,2023-06-10,10559,East,Bhubaneswar,Online,UPI,1010,Water Purifier,Home Appliances,1,11397.21,0.0,11397.21,8490.78,2906.43
503224,2023-06-10,10516,North,Lucknow,Online,Credit Card,1008,Microwave,Home Appliances,1,13698.04,0.03,13287.1,11162.19,2124.91
503225,2023-06-10,10267,West,Surat,Retail Store,UPI,1011,Power Bank,Accessories,1,1967.24,0.05,1868.88,1331.45,537.43
503226,2023-06-10,10356,North,Delhi,Distributor,Credit Card,1005,Tablet,Electronics,1,21607.96,0.0,21607.96,16356.26,5251.7
503227,2023-06-10,11197,East,Bhubaneswar,Online,UPI,1005,Tablet,Electronics,1,18557.96,0.11,16516.58,13694.16,2822.42
503228,2023-06-10,11196,South,Bengaluru,Online,UPI,1008,Microwave,Home Appliances,4,11247.35,0.08,41390.25,35099.56,6290.69
503229,2023-06-10,10140,South,Bengaluru,Online,UPI,1002,Laptop,Electronics,1,30137.36,0.01,29835.99,24996.29,4839.7
503230,2023-06-10,11130,West,Surat,Online,Credit Card,1013,Charging Cable,Accessories,3,1832.29,0.05,5222.03,3701.85,1520.18
503231,2023-06-10,10905,West,Surat,Retail Store,UPI,1015,Keyboard,Accessories,2,2146.68,0.07,3992.82,2644.36,1348.46
503232,2023-06-10,11034,North,Lucknow,Retail Store,Credit Card,1004,Smartwatch,Electronics,1,22695.38,0.12,19971.93,17864.12,2107.81
503233,2023-06-10,10766,West,Mumbai,Online,Net Banking,1011,Power Bank,Accessories,1,1578.96,0.05,1500.01,981.13,518.88
503234,2023-06-11,10144,North,Delhi,Online,Credit Card,1015,Keyboard,Accessories,1,1615.13,0.08,1485.92,1085.0,400.92
503235,2023-06-11,10678,South,Chennai,Retail Store,Debit Card,1006,Mixer Grinder,Home Appliances,1,10516.42,0.03,10200.93,7648.15,2552.78
503236,2023-06-11,10627,South,Kochi,Retail Store,Credit Card,1006,Mixer Grinder,Home Appliances,1,6978.41,0.12,6141.0,4926.66,1214.34
503237,2023-06-11,10995,North,Jaipur,Retail Store,Net Banking,1010,Water Purifier,Home Appliances,1,10524.8,0.1,9472.32,8677.9,794.42
503238,2023-06-11,10916,North,Jaipur,Distributor,Net Banking,1010,Water Purifier,Home Appliances,1,13715.22,0.0,13715.22,9806.36,3908.86
503239,2023-06-11,10635,North,Lucknow,Online,Net Banking,1004,Smartwatch,Electronics,1,33991.87,0.07,31612.44,25876.68,5735.76
503240,2023-06-11,10118,East,Kolkata,Retail Store,Debit Card,1008,Microwave,Home Appliances,2,10455.08,0.1,18819.14,15728.92,3090.22
503241,2023-06-11,10112,East,Bhubaneswar,Online,Credit Card,1005,Tablet,Electronics,1,24724.3,0.13,21510.14,19610.66,1899.48
503242,2023-06-11,10957,West,Pune,Online,UPI,1007,Air Purifier,Home Appliances,4,12216.62,0.12,43002.5,38196.84,4805.66
503243,2023-06-11,11101,North,Chandigarh,Retail Store,Debit Card,1002,Laptop,Electronics,1,33422.85,0.12,29412.11,27579.97,1832.14
503244,2023-06-11,10295,North,Delhi,Online,Net Banking,1008,Microwave,Home Appliances,2,9797.9,0.0,19595.8,15764.22,3831.58
503245,2023-06-11,11009,North,Delhi,Online,Debit Card,1007,Air Purifier,Home Appliances,1,17455.88,0.03,16932.2,13392.59,3539.61
503246,2023-06-11,10474,West,Mumbai,Distributor,Credit Card,1008,Microwave,Home Appliances,1,13596.4,0.08,12508.69,9700.99,2807.7
503247,2023-06-11,10053,West,Surat,Retail Store,Credit Card,1008,Microwave,Home Appliances,2,7776.18,0.09,14152.65,11990.78,2161.87
503248,2023-06-11,11160,South,Hyderabad,Online,Credit Card,1008,Microwave,Home Appliances,1,14349.12,0.06,13488.17,11241.57,2246.6
503249,2023-06-11,11178,West,Mumbai,Online,UPI,1013,Charging Cable,Accessories,1,2098.78,0.09,1909.89,1460.52,449.37
503250,2023-06-11,10065,West,Mumbai,Online,UPI,1014,Phone Case,Accessories,1,2997.72,0.13,2608.02,2313.58,294.44
503251,2023-06-11,11032,West,Ahmedabad,Online,UPI,1014,Phone Case,Accessories,1,928.83,0.05,882.39,603.21,279.18
503252,2023-06-11,10668,West,Mumbai,Online,Cash,1009,Vacuum Cleaner,Home Appliances,6,12366.93,0.11,66039.41,61404.54,4634.87
503253,2023-06-11,10943,East,Bhubaneswar,Online,Debit Card,1002,Laptop,Electronics,1,20758.6,0.01,20551.01,15560.29,4990.72
503254,2023-06-11,10338,East,Patna,Online,UPI,1002,Laptop,Electronics,1,25802.77,0.03,25028.69,21908.61,3120.08
503255,2023-06-11,10943,North,Chandigarh,Online,Credit Card,1013,Charging Cable,Accessories,1,1376.97,0.02,1349.43,931.39,418.04
503256,2023-06-11,10936,South,Hyderabad,Online,Debit Card,1005,Tablet,Electronics,1,22668.98,0.0,22668.98,17197.32,5471.66
503257,2023-06-11,10148,South,Bengaluru,Retail Store,Net Banking,1002,Laptop,Electronics,1,15143.1,0.01,14991.67,11824.34,3167.33
503258,2023-06-11,10957,North,Chandigarh,Online,Credit Card,1012,Bluetooth Speaker,Accessories,1,2907.47,0.03,2820.25,1830.67,989.58
503259,2023-06-11,10406,East,Patna,Retail Store,Cash,1012,Bluetooth Speaker,Accessories,2,1942.97,0.02,3808.22,2624.7,1183.52
503260,2023-06-11,11029,West,Mumbai,Retail Store,Debit Card,1013,Charging Cable,Accessories,5,1917.57,0.1,8629.06,7189.95,1439.11
503261,2023-06-11,10441,East,Kolkata,Online,UPI,1006,Mixer Grinder,Home Appliances,3,8086.06,0.09,22074.94,18423.81,3651.13
503262,2023-06-11,10221,East,Patna,Retail Store,UPI,1006,Mixer Grinder,Home Appliances,1,6671.1,0.0,6671.1,4744.89,1926.21
503263,2023-06-11,10027,South,Hyderabad,Online,Cash,1003,Earbuds,Electronics,1,37320.31,0.07,34707.89,30258.97,4448.92
503264,2023-06-11,10265,West,Ahmedabad,Online,Credit Card,1001,Smartphone,Electronics,1,33296.59,0.15,28302.1,24278.81,4023.29
503265,2023-06-11,11175,North,Delhi,Online,UPI,1011,Power Bank,Accessories,2,1710.03,0.14,2941.25,2163.74,777.51
503266,2023-06-12,11044,South,Kochi,Retail Store,UPI,1014,Phone Case,Accessories,2,2875.6,0.04,5521.15,3683.46,1837.69
503267,2023-06-12,10428,North,Lucknow,Retail Store,UPI,1007,Air Purifier,Home Appliances,1,11592.22,0.04,11128.53,8332.58,2795.95
503268,2023-06-12,11085,West,Ahmedabad,Retail Store,Credit Card,1014,Phone Case,Accessories,1,2317.45,0.06,2178.4,1545.23,633.17
503269,2023-06-12,11089,North,Chandigarh,Online,Credit Card,1011,Power Bank,Accessories,1,2164.69,0.1,1948.22,1363.79,584.43
503270,2023-06-12,11131,West,Surat,Retail Store,Credit Card,1009,Vacuum Cleaner,Home Appliances,1,9517.86,0.06,8946.79,6726.54,2220.25
503271,2023-06-12,11078,North,Jaipur,Online,UPI,1001,Smartphone,Electronics,1,23986.87,0.09,21828.05,17468.32,4359.73
503272,2023-06-12,10130,East,Patna,Retail Store,Debit Card,1002,Laptop,Electronics,1,28387.93,0.09,25833.02,22471.31,3361.71
503273,2023-06-12,10412,North,Jaipur,Retail Store,Net Banking,1002,Laptop,Electronics,1,25691.38,0.06,24149.9,18708.1,5441.8
503274,2023-06-12,10304,North,Delhi,Online,Net Banking,1002,Laptop,Electronics,1,21031.52,0.1,18928.37,16419.94,2508.43
503275,2023-06-12,10323,North,Delhi,Online,UPI,1003,Earbuds,Electronics,1,20576.95,0.11,18313.49,17010.19,1303.3
503276,2023-06-12,10375,West,Ahmedabad,Online,UPI,1008,Microwave,Home Appliances,1,8690.82,0.19,7039.56,6814.72,224.84
503277,2023-06-12,10888,West,Pune,Retail Store,Debit Card,1009,Vacuum Cleaner,Home Appliances,1,14904.07,0.05,14158.87,11377.09,2781.78
503278,2023-06-12,10174,East,Bhubaneswar,Retail Store,UPI,1001,Smartphone,Electronics,1,34036.63,0.1,30632.97,25433.12,5199.85
503279,2023-06-12,10906,South,Hyderabad,Online,Debit Card,1009,Vacuum Cleaner,Home Appliances,2,10630.0,0.07,19771.8,16382.5,3389.3
503280,2023-06-12,10986,East,Patna,Online,UPI,1014,Phone Case,Accessories,3,2175.98,0.06,6136.26,4407.12,1729.14
503281,2023-06-12,10672,South,Chennai,Retail Store,Credit Card,1013,Charging Cable,Accessories,1,2842.87,0.12,2501.73,2165.81,335.92
503282,2023-06-12,11008,West,Mumbai,Online,Net Banking,1010,Water Purifier,Home Appliances,1,10029.38,0.14,8625.27,8100.76,524.51
503283,2023-06-13,11026,South,Bengaluru,Retail Store,UPI,1001,Smartphone,Electronics,1,15241.14,0.03,14783.91,11707.38,3076.53
503284,2023-06-13,10654,East,Bhubaneswar,Online,Cash,1007,Air Purifier,Home Appliances,1,13430.91,0.05,12759.36,11085.62,1673.74
503285,2023-06-13,10577,South,Hyderabad,Retail Store,Credit Card,1012,Bluetooth Speaker,Accessories,1,1508.68,0.0,1508.68,1168.26,340.42
503286,2023-06-13,10013,East,Kolkata,Online,Debit Card,1010,Water Purifier,Home Appliances,4,23062.4,0.08,84869.63,65010.24,19859.39
503287,2023-06-13,10751,East,Guwahati,Online,Credit Card,1013,Charging Cable,Accessories,2,2822.85,0.13,4911.76,3544.22,1367.54
503288,2023-06-13,10023,North,Chandigarh,Online,UPI,1013,Charging Cable,Accessories,2,1771.4,0.06,3330.23,2366.46,963.77
503289,2023-06-13,10092,South,Kochi,Distributor,Cash,1001,Smartphone,Electronics,1,21251.21,0.11,18913.58,15362.77,3550.81
503290,2023-06-13,10787,North,Jaipur,Distributor,Credit Card,1004,Smartwatch,Electronics,1,24124.7,0.01,23883.45,19644.05,4239.4
503291,2023-06-13,10945,West,Ahmedabad,Retail Store,Debit Card,1006,Mixer Grinder,Home Appliances,2,12327.83,0.03,23915.99,17847.16,6068.83
503292,2023-06-13,10577,West,Pune,Online,UPI,1007,Air Purifier,Home Appliances,2,11644.65,0.14,20028.8,17769.5,2259.3
503293,2023-06-13,10349,South,Chennai,Retail Store,UPI,1007,Air Purifier,Home Appliances,1,10876.64,0.05,10332.81,8110.79,2222.02
503294,2023-06-13,11046,North,Delhi,Online,Credit Card,1001,Smartphone,Electronics,1,25704.92,0.0,25704.92,20581.89,5123.03
503295,2023-06-13,10182,North,Chandigarh,Online,Debit Card,1014,Phone Case,Accessories,3,1907.77,0.04,5494.38,4031.82,1462.56
503296,2023-06-13,10773,South,Chennai,Online,UPI,1009,Vacuum Cleaner,Home Appliances,2,9045.59,0.05,17186.62,14935.58,2251.04
503297,2023-06-13,10208,West,Pune,Retail Store,UPI,1015,Keyboard,Accessories,2,1656.88,0.03,3214.35,2186.66,1027.69
503298,2023-06-13,10354,South,Chennai,Online,UPI,1003,Earbuds,Electronics,1,22870.92,0.05,21727.37,18957.65,2769.72
503299,2023-06-14,10221,North,Jaipur,Retail Store,Net Banking,1014,Phone Case,Accessories,1,2017.24,0.19,1633.96,1346.12,287.84
503300,2023-06-14,11101,North,Delhi,Online,Debit Card,1006,Mixer Grinder,Home Appliances,1,16027.38,0.13,13943.82,12563.15,1380.67
503301,2023-06-14,10346,West,Surat,Online,Credit Card,1004,Smartwatch,Electronics,1,35263.14,0.0,35263.14,26121.79,9141.35
503302,2023-06-14,10899,West,Ahmedabad,Online,Credit Card,1014,Phone Case,Accessories,1,2244.56,0.07,2087.44,1379.01,708.43
503303,2023-06-14,11180,North,Delhi,Distributor,Net Banking,1001,Smartphone,Electronics,1,14658.57,0.02,14365.4,11410.05,2955.35
503304,2023-06-14,11153,South,Kochi,Online,Debit Card,1014,Phone Case,Accessories,1,1889.97,0.09,1719.87,1364.26,355.61
503305,2023-06-14,10306,West,Mumbai,Online,UPI,1011,Power Bank,Accessories,4,2905.15,0.09,10574.75,7237.72,3337.03
503306,2023-06-14,10565,North,Jaipur,Online,UPI,1012,Bluetooth Speaker,Accessories,3,2345.52,0.09,6403.27,4646.61,1756.66
503307,2023-06-14,10450,West,Surat,Online,Credit Card,1011,Power Bank,Accessories,5,1026.39,0.11,4567.44,3152.25,1415.19
503308,2023-06-14,10872,South,Hyderabad,Retail Store,Net Banking,1005,Tablet,Electronics,1,23915.77,0.07,22241.67,19262.83,2978.84
503309,2023-06-14,10370,South,Chennai,Online,Credit Card,1008,Microwave,Home Appliances,1,15018.39,0.09,13666.73,11324.63,2342.1
503310,2023-06-14,10715,West,Pune,Retail Store,UPI,1010,Water Purifier,Home Appliances,1,14837.65,0.06,13947.39,11844.81,2102.58
503311,2023-06-14,10134,South,Bengaluru,Retail Store,UPI,1013,Charging Cable,Accessories,1,2808.61,0.06,2640.09,1852.34,787.75
503312,2023-06-14,10797,South,Chennai,Online,UPI,1003,Earbuds,Electronics,1,25763.01,0.12,22671.45,19625.59,3045.86
503313,2023-06-14,10172,North,Jaipur,Online,Debit Card,1011,Power Bank,Accessories,2,2387.23,0.02,4678.97,2867.36,1811.61
503314,2023-06-14,10636,South,Hyderabad,Online,UPI,1003,Earbuds,Electronics,1,32540.56,0.1,29286.5,24830.09,4456.41
503315,2023-06-14,10389,West,Mumbai,Retail Store,Net Banking,1001,Smartphone,Electronics,1,21445.19,0.02,21016.29,16173.92,4842.37
503316,2023-06-14,10892,West,Mumbai,Retail Store,Credit Card,1012,Bluetooth Speaker,Accessories,3,2951.87,0.04,8501.39,5606.73,2894.66
503317,2023-06-14,10088,East,Bhubaneswar,Retail Store,Credit Card,1001,Smartphone,Electronics,1,29694.92,0.0,29694.92,22004.89,7690.03
503318,2023-06-14,10296,East,Bhubaneswar,Retail Store,Credit Card,1013,Charging Cable,Accessories,1,3596.79,0.03,3488.89,2520.15,968.74
503319,2023-06-14,10379,West,Mumbai,Retail Store,UPI,1010,Water Purifier,Home Appliances,1,14563.26,0.02,14271.99,11696.43,2575.56
503320,2023-06-15,10549,North,Lucknow,Online,Debit Card,1014,Phone Case,Accessories,5,2585.78,0.17,10730.99,9186.2,1544.79
