customer_id,region,plan_type,contract_type,internet_service,tenure_months,monthly_charges,total_charges,auto_pay,support_tickets,partner,dependents,satisfaction_score,last_interaction_days,is_churn
20665,South,Standard,Quarterly,Fiber,35,304.33,11009.8,Yes,1,Yes,No,3,57,0
20666,East,Premium,Annual,DSL,13,273.51,3838.46,Yes,5,No,No,4,85,0
20667,North,Basic,Monthly,DSL,43,227.34,8899.34,No,1,No,Yes,3,54,0
20668,South,Basic,Monthly,None,27,191.82,5672.51,No,2,No,Yes,3,26,0
20669,West,Basic,Monthly,DSL,8,234.84,1704.94,Yes,0,Yes,No,4,11,0
20670,South,Basic,Quarterly,Fiber,41,298.89,11753.92,No,3,No,No,3,83,0
20671,North,Standard,Quarterly,DSL,42,263.53,11319.15,Yes,0,No,No,5,37,0
20672,West,Basic,Monthly,Fiber,29,272.0,7560.22,No,0,Yes,No,3,6,1
20673,South,Standard,Annual,Fiber,16,301.67,5279.78,Yes,0,Yes,Yes,2,28,0
20674,West,Basic,Monthly,DSL,43,214.22,8987.26,No,0,Yes,No,4,17,0
20675,North,Basic,Annual,DSL,53,240.98,12636.1,Yes,2,Yes,Yes,2,21,0
20676,West,Basic,Quarterly,DSL,46,237.23,11405.23,Yes,1,No,No,3,55,0
20677,South,Standard,Annual,Fiber,5,296.08,1501.17,Yes,0,Yes,No,2,62,0
20678,South,Standard,Quarterly,Fiber,37,310.91,12583.93,No,3,Yes,No,3,76,0
20679,North,Standard,Monthly,Fiber,40,315.56,13121.45,No,1,Yes,No,4,52,1
20680,East,Basic,Quarterly,DSL,40,260.71,9600.65,No,1,Yes,No,5,69,0
20681,North,Standard,Monthly,DSL,42,241.77,9632.52,No,3,No,Yes,4,66,0
20682,North,Standard,Monthly,Fiber,60,301.31,18155.89,No,1,Yes,Yes,5,84,0
20683,South,Standard,Monthly,DSL,10,265.02,2677.14,No,2,Yes,No,3,65,1
20684,East,Basic,Monthly,Fiber,15,287.78,4288.99,Yes,1,No,No,3,40,0
20685,South,Basic,Monthly,Fiber,21,279.78,5846.12,No,2,No,Yes,3,11,0
20686,North,Standard,Annual,DSL,34,238.6,7426.09,No,1,No,Yes,2,88,0
20687,West,Standard,Monthly,DSL,22,257.02,5336.54,Yes,3,Yes,No,5,68,1
20688,East,Basic,Monthly,None,22,195.06,4422.5,Yes,1,No,Yes,3,11,0
20689,North,Standard,Quarterly,Fiber,9,271.73,2617.75,Yes,2,No,No,3,29,0
20690,South,Standard,Monthly,DSL,26,263.53,6651.95,Yes,0,Yes,Yes,2,66,0
20691,South,Premium,Quarterly,None,13,292.07,3444.41,Yes,1,No,Yes,5,27,0
20692,East,Standard,Monthly,Fiber,54,285.76,13906.9,Yes,2,Yes,No,3,22,0
20693,West,Premium,Monthly,DSL,18,304.94,5279.44,Yes,3,Yes,Yes,3,22,0
20694,West,Standard,Monthly,DSL,1,225.86,219.82,Yes,2,No,Yes,4,59,1
20695,West,Basic,Annual,None,23,187.14,4249.02,Yes,1,Yes,No,2,17,0
20696,North,Premium,Monthly,Fiber,33,336.07,10152.8,Yes,1,Yes,Yes,2,55,1
20697,West,Basic,Annual,DSL,47,232.5,10952.61,Yes,3,Yes,No,3,64,0
20698,East,Standard,Monthly,DSL,31,258.15,7876.04,Yes,2,No,Yes,4,49,0
20699,North,Standard,Monthly,Fiber,58,292.68,15991.04,No,1,No,No,3,42,0
20700,East,Premium,Annual,Fiber,21,336.02,6715.26,Yes,0,No,No,2,87,0
20701,South,Basic,Quarterly,DSL,23,237.51,5431.16,Yes,1,No,No,4,81,0
20702,North,Standard,Monthly,DSL,16,254.76,4173.95,Yes,2,No,Yes,4,26,0
20703,West,Basic,Monthly,DSL,27,212.49,5858.15,Yes,0,No,No,2,46,0
20704,North,Basic,Quarterly,Fiber,37,302.32,11529.97,Yes,3,Yes,Yes,3,82,0
20705,East,Basic,Monthly,DSL,38,221.52,8876.51,No,0,Yes,Yes,3,11,1
20706,East,Basic,Quarterly,Fiber,52,273.36,14309.64,No,0,No,Yes,2,28,0
20707,West,Basic,Monthly,Fiber,14,279.37,3813.1,Yes,0,Yes,No,4,23,0
20708,North,Standard,Quarterly,Fiber,37,300.0,10311.8,Yes,1,No,No,2,22,0
20709,North,Standard,Monthly,Fiber,47,270.48,13959.61,No,1,Yes,Yes,2,67,0
20710,North,Standard,Monthly,DSL,7,279.41,2014.51,No,0,Yes,Yes,3,5,0
20711,East,Basic,Monthly,Fiber,12,319.02,4055.67,No,1,Yes,No,3,37,0
20712,West,Standard,Quarterly,Fiber,28,289.62,8397.61,Yes,0,Yes,No,4,79,0
20713,West,Standard,Monthly,Fiber,3,298.4,926.33,Yes,1,No,Yes,3,84,0
20714,North,Premium,Quarterly,None,22,277.37,6174.38,Yes,1,Yes,No,3,62,0
20715,West,Basic,Quarterly,DSL,51,267.79,14948.71,Yes,1,No,Yes,3,52,0
20716,West,Premium,Monthly,Fiber,21,339.24,6917.75,No,3,No,No,3,66,0
20717,South,Standard,Monthly,Fiber,29,307.09,8068.86,Yes,0,No,No,1,12,0
20718,South,Basic,Quarterly,DSL,20,224.24,4581.58,Yes,1,No,No,5,68,0
20719,South,Standard,Monthly,DSL,3,246.59,684.08,Yes,2,No,No,2,29,0
20720,West,Premium,Monthly,Fiber,27,348.13,10316.15,Yes,0,No,No,4,2,0
20721,North,Standard,Monthly,DSL,21,227.79,4727.1,No,2,No,No,4,3,0
20722,West,Standard,Monthly,DSL,41,263.88,10206.01,No,0,Yes,No,4,31,0
20723,East,Premium,Monthly,DSL,33,268.22,8009.23,Yes,2,No,Yes,3,63,1
20724,West,Basic,Quarterly,None,30,194.82,6133.52,Yes,0,No,Yes,2,23,0
20725,North,Basic,Monthly,Fiber,48,280.32,14522.76,Yes,1,No,No,2,17,0
20726,West,Standard,Monthly,Fiber,39,294.87,10784.63,No,0,Yes,Yes,4,56,0
20727,East,Standard,Monthly,Fiber,41,272.62,11556.23,Yes,2,Yes,Yes,4,28,0
20728,South,Premium,Annual,Fiber,59,322.16,17951.46,Yes,1,Yes,No,4,25,0
20729,West,Basic,Monthly,Fiber,9,281.26,2558.24,Yes,0,No,No,3,8,0
20730,South,Basic,Quarterly,None,48,234.08,10117.68,No,6,No,No,5,43,0
20731,South,Standard,Monthly,DSL,38,257.68,8983.5,No,0,No,Yes,4,79,1
20732,South,Standard,Quarterly,None,23,220.64,4865.67,No,0,Yes,No,4,12,0
20733,South,Standard,Monthly,DSL,54,280.23,13910.22,No,3,No,No,1,60,1
20734,West,Standard,Monthly,DSL,23,207.17,5002.97,Yes,0,No,No,5,31,0
20735,North,Basic,Monthly,DSL,1,217.41,209.53,No,0,Yes,No,4,37,0
20736,North,Basic,Monthly,DSL,21,243.18,4716.36,No,3,Yes,No,4,20,0
20737,East,Premium,Monthly,DSL,32,242.58,7525.23,No,1,Yes,Yes,3,25,0
20738,West,Standard,Quarterly,DSL,45,255.1,11484.79,No,3,No,Yes,4,3,0
20739,West,Basic,Monthly,None,26,217.84,6026.25,Yes,1,No,No,2,18,0
20740,West,Standard,Monthly,DSL,33,252.32,8897.11,Yes,1,No,Yes,3,18,0
20741,West,Standard,Monthly,Fiber,60,317.45,18295.94,Yes,0,Yes,Yes,4,17,0
20742,West,Standard,Monthly,DSL,9,228.65,2160.49,Yes,0,Yes,No,3,67,0
20743,North,Premium,Quarterly,Fiber,17,317.53,4986.05,Yes,0,No,Yes,3,70,1
20744,West,Premium,Annual,DSL,6,273.24,1737.71,No,1,Yes,Yes,3,24,0
20745,South,Basic,Monthly,DSL,46,230.61,10845.17,No,1,Yes,No,4,49,0
20746,South,Standard,Monthly,Fiber,7,302.84,2132.12,No,4,No,No,4,53,0
20747,South,Premium,Monthly,Fiber,7,318.76,2440.71,Yes,3,No,No,3,3,0
20748,West,Premium,Monthly,Fiber,57,317.08,18270.04,Yes,1,Yes,Yes,4,77,0
20749,North,Basic,Monthly,Fiber,57,322.11,18006.26,Yes,1,No,No,3,32,0
20750,West,Standard,Monthly,DSL,37,252.07,9775.5,No,1,No,No,4,60,0
20751,East,Standard,Monthly,DSL,5,274.07,1394.06,Yes,1,Yes,No,4,41,1
20752,East,Premium,Quarterly,Fiber,33,356.47,10868.64,Yes,0,No,No,2,24,0
20753,North,Standard,Quarterly,DSL,50,237.1,11973.88,No,0,No,Yes,3,74,0
20754,West,Basic,Monthly,Fiber,10,272.46,2649.77,No,2,No,No,3,59,0
20755,West,Standard,Monthly,Fiber,17,294.11,5179.58,No,1,Yes,No,4,24,0
20756,South,Premium,Quarterly,Fiber,40,322.47,11617.52,Yes,1,No,No,4,25,0
20757,South,Standard,Quarterly,Fiber,28,278.2,8543.74,Yes,1,No,No,3,31,0
20758,South,Basic,Monthly,DSL,47,226.99,11647.85,Yes,0,Yes,No,4,21,1
20759,South,Basic,Monthly,Fiber,46,263.47,12845.91,Yes,0,No,Yes,3,27,0
20760,East,Basic,Quarterly,DSL,22,244.62,5516.24,Yes,0,Yes,No,2,79,0
20761,West,Standard,Monthly,Fiber,21,318.4,6844.92,No,0,No,Yes,4,9,1
20762,South,Basic,Annual,DSL,47,249.63,12869.87,No,1,No,Yes,3,18,0
20763,East,Basic,Monthly,Fiber,56,291.64,14850.32,Yes,0,Yes,No,4,61,0
20764,South,Premium,Annual,None,32,239.56,8280.96,Yes,2,Yes,No,4,15,0
20765,South,Standard,Monthly,DSL,32,244.26,8215.15,No,3,Yes,No,2,84,1
20766,North,Standard,Quarterly,DSL,51,278.21,15425.5,Yes,0,Yes,Yes,5,49,0
20767,North,Basic,Monthly,None,36,237.39,8768.85,No,0,Yes,Yes,3,30,1
20768,South,Standard,Quarterly,Fiber,31,328.51,10134.39,Yes,0,No,Yes,4,56,0
20769,South,Premium,Monthly,DSL,6,274.68,1803.48,Yes,1,Yes,No,3,20,0
20770,North,Standard,Monthly,DSL,54,253.42,13123.17,No,0,No,No,3,14,0
20771,West,Premium,Quarterly,Fiber,21,315.56,6246.25,No,1,No,No,3,67,1
20772,North,Standard,Quarterly,Fiber,35,303.04,10155.43,No,0,No,Yes,3,19,1
20773,West,Basic,Quarterly,Fiber,14,288.48,3973.04,Yes,2,Yes,No,2,32,0
20774,West,Basic,Quarterly,Fiber,23,281.64,7052.35,No,0,No,Yes,1,10,0
20775,West,Standard,Quarterly,Fiber,42,310.51,11988.14,Yes,0,No,No,4,3,0
20776,South,Basic,Monthly,DSL,24,198.13,4488.96,Yes,1,No,Yes,3,13,0
20777,East,Premium,Quarterly,Fiber,30,330.39,10058.05,Yes,0,Yes,No,5,31,0
20778,South,Standard,Monthly,Fiber,10,295.89,2806.51,Yes,0,Yes,Yes,4,47,0
20779,West,Basic,Monthly,Fiber,5,311.45,1542.55,No,1,No,No,3,49,0
20780,North,Basic,Annual,Fiber,59,257.63,14159.84,No,1,Yes,No,5,69,0
20781,East,Basic,Monthly,DSL,42,217.6,9672.24,No,3,Yes,No,5,8,0
20782,East,Standard,Monthly,Fiber,30,292.36,9552.59,No,2,No,No,2,66,0
20783,West,Premium,Quarterly,Fiber,7,313.88,2345.89,Yes,0,No,Yes,5,82,0
20784,South,Standard,Monthly,Fiber,6,282.42,1570.16,Yes,1,Yes,No,3,77,0
20785,East,Standard,Monthly,Fiber,8,313.81,2671.14,Yes,4,Yes,No,4,9,0
20786,East,Basic,Quarterly,DSL,52,276.78,13511.38,Yes,0,Yes,No,3,47,0
20787,West,Premium,Monthly,Fiber,26,339.0,9280.61,No,1,Yes,Yes,5,85,0
20788,West,Basic,Annual,Fiber,59,248.72,15859.67,No,1,No,No,4,70,0
20789,South,Standard,Quarterly,DSL,18,280.65,4758.23,No,1,Yes,No,3,60,0
20790,East,Standard,Quarterly,Fiber,36,302.22,11666.85,No,2,Yes,No,2,37,0
20791,East,Standard,Monthly,None,26,204.66,5822.49,Yes,2,No,No,3,16,0
20792,East,Premium,Quarterly,DSL,36,256.03,9957.67,No,0,No,No,4,38,0
20793,South,Premium,Monthly,Fiber,41,329.06,14506.99,No,0,Yes,Yes,3,8,0
20794,North,Basic,Monthly,DSL,4,210.01,817.74,Yes,0,Yes,No,2,60,0
20795,South,Standard,Monthly,Fiber,54,314.74,18693.47,Yes,3,No,No,2,36,0
20796,North,Basic,Quarterly,Fiber,60,278.64,15669.4,Yes,1,Yes,No,5,54,0
20797,North,Standard,Quarterly,DSL,13,224.35,2777.82,Yes,2,Yes,No,2,44,0
20798,North,Standard,Monthly,DSL,55,217.43,10879.01,No,0,No,No,4,5,0
20799,South,Premium,Monthly,None,24,279.72,6730.93,No,2,No,Yes,4,15,0
20800,North,Standard,Monthly,Fiber,55,317.63,16865.59,No,1,Yes,Yes,4,64,0
20801,North,Standard,Monthly,DSL,31,242.25,6858.96,No,0,No,No,1,65,1
20802,North,Basic,Quarterly,DSL,22,230.48,4579.11,No,0,Yes,Yes,5,31,0
20803,West,Basic,Monthly,Fiber,40,274.42,11499.53,Yes,1,No,No,5,61,0
20804,West,Basic,Quarterly,DSL,18,240.55,4554.46,No,0,No,No,2,12,0
20805,South,Premium,Annual,DSL,34,247.69,8432.16,Yes,0,No,No,3,72,1
20806,West,Premium,Monthly,Fiber,23,321.33,8045.86,No,0,Yes,No,2,89,0
20807,North,Premium,Monthly,Fiber,39,303.17,11722.74,No,3,Yes,No,4,80,0
20808,West,Premium,Monthly,Fiber,47,337.33,15498.68,Yes,1,No,No,4,56,0
20809,North,Basic,Quarterly,Fiber,37,312.19,12146.47,No,0,No,No,5,71,0
20810,East,Standard,Monthly,DSL,58,267.07,14993.26,Yes,1,Yes,No,3,5,0
20811,West,Standard,Monthly,Fiber,47,312.56,15067.04,Yes,0,No,Yes,4,25,0
20812,East,Standard,Quarterly,None,1,212.01,210.54,No,3,No,No,3,17,0
20813,East,Standard,Monthly,DSL,59,200.91,11923.86,No,0,No,No,4,71,0
20814,North,Basic,Monthly,DSL,42,231.52,8846.94,No,1,Yes,No,3,41,0
20815,North,Standard,Annual,Fiber,20,278.06,5915.2,Yes,2,Yes,No,4,81,0
20816,South,Basic,Annual,Fiber,47,296.49,13582.33,No,1,Yes,No,4,42,0
20817,North,Standard,Quarterly,Fiber,25,328.45,8080.25,Yes,2,Yes,No,3,53,0
20818,West,Basic,Annual,None,6,228.49,1411.8,Yes,2,No,No,5,32,0
20819,South,Standard,Annual,Fiber,52,276.88,14406.61,Yes,0,No,No,4,29,0
20820,North,Standard,Monthly,Fiber,30,300.82,8702.53,No,4,No,Yes,2,72,0
20821,North,Standard,Monthly,DSL,20,233.37,4225.42,Yes,1,No,No,3,6,0
20822,West,Premium,Monthly,Fiber,9,355.83,3463.21,No,1,No,No,3,77,0
20823,North,Standard,Quarterly,DSL,56,273.42,14191.94,Yes,0,Yes,Yes,4,74,0
20824,South,Premium,Monthly,Fiber,48,339.43,15437.25,No,2,No,Yes,5,0,0
20825,East,Premium,Quarterly,Fiber,49,331.38,16379.43,No,0,No,No,5,77,0
20826,West,Basic,Monthly,Fiber,18,291.53,5367.82,No,0,No,Yes,5,19,0
20827,North,Premium,Monthly,Fiber,40,331.72,14564.49,No,1,Yes,Yes,4,52,1
20828,West,Standard,Monthly,None,3,203.28,599.32,Yes,2,Yes,Yes,5,30,1
20829,West,Premium,Quarterly,DSL,36,293.82,10633.48,No,1,Yes,No,3,14,0
20830,East,Standard,Monthly,DSL,6,236.61,1404.03,No,2,Yes,No,4,33,0
20831,South,Standard,Monthly,Fiber,44,279.1,12927.11,No,0,No,Yes,2,9,0
20832,East,Standard,Monthly,DSL,38,225.37,9297.98,No,0,Yes,No,3,72,0
20833,South,Premium,Quarterly,Fiber,1,304.42,280.06,No,2,Yes,No,3,65,0
20834,West,Standard,Quarterly,DSL,19,269.28,4652.1,Yes,1,No,Yes,3,32,0
20835,West,Basic,Quarterly,None,38,202.87,7142.76,No,2,No,No,5,68,0
20836,South,Basic,Monthly,Fiber,28,266.8,7733.24,Yes,2,No,No,3,3,1
20837,East,Premium,Monthly,DSL,47,290.77,12748.39,Yes,1,No,No,3,19,0
20838,West,Premium,Annual,Fiber,9,332.48,2818.3,No,2,Yes,No,2,38,0
20839,East,Standard,Annual,None,47,248.11,12642.28,Yes,2,Yes,No,4,69,0
20840,South,Standard,Monthly,DSL,10,247.98,2464.59,Yes,3,Yes,No,3,26,0
20841,South,Standard,Monthly,DSL,24,268.34,5830.38,No,1,Yes,No,4,62,0
20842,East,Premium,Annual,DSL,26,308.86,8588.99,No,0,Yes,No,1,1,0
20843,North,Premium,Monthly,DSL,8,271.83,1987.92,No,0,Yes,Yes,3,28,0
20844,West,Basic,Monthly,DSL,5,215.53,1134.51,No,1,No,No,2,4,1
20845,South,Basic,Monthly,Fiber,13,252.21,3436.77,Yes,3,Yes,No,2,40,1
20846,South,Basic,Monthly,DSL,22,228.86,5427.28,Yes,1,No,Yes,2,61,1
20847,North,Premium,Quarterly,DSL,34,261.68,9239.04,Yes,0,Yes,Yes,3,8,0
20848,South,Premium,Monthly,Fiber,25,281.25,7036.01,Yes,2,No,No,4,49,0
20849,North,Standard,Monthly,Fiber,23,332.66,7484.82,Yes,1,Yes,No,4,37,0
20850,West,Basic,Monthly,Fiber,41,291.53,12682.18,No,2,Yes,Yes,4,25,0
20851,East,Standard,Monthly,DSL,48,243.42,10845.85,Yes,2,Yes,No,3,81,0
20852,North,Standard,Monthly,Fiber,21,338.77,7504.56,Yes,1,No,Yes,2,32,1
20853,South,Basic,Monthly,DSL,3,241.56,756.72,No,2,Yes,Yes,4,84,0
20854,South,Basic,Quarterly,DSL,8,261.11,2221.85,No,1,No,No,3,65,0
20855,North,Standard,Quarterly,Fiber,46,291.34,14126.92,Yes,2,Yes,No,2,19,0
20856,West,Standard,Annual,Fiber,50,295.95,15215.08,No,1,Yes,No,3,21,0
20857,South,Standard,Monthly,DSL,39,256.54,10546.12,Yes,0,No,No,2,77,0
20858,East,Basic,Monthly,DSL,51,223.49,11440.46,Yes,1,Yes,No,2,54,0
20859,South,Basic,Monthly,DSL,39,225.77,8327.51,Yes,1,No,No,5,66,0
20860,North,Standard,Quarterly,Fiber,22,296.75,6776.26,Yes,0,Yes,No,5,68,0
20861,West,Basic,Annual,Fiber,45,258.38,12344.47,No,1,No,No,3,40,0
20862,South,Premium,Quarterly,DSL,11,311.16,3226.19,Yes,1,Yes,No,2,36,0
20863,East,Premium,Quarterly,None,23,260.88,6534.71,Yes,0,Yes,Yes,3,15,0
20864,West,Premium,Quarterly,DSL,49,281.41,13673.72,No,0,Yes,No,3,7,0
20865,West,Basic,Monthly,Fiber,16,294.26,4686.79,Yes,1,Yes,No,4,83,0
20866,North,Standard,Monthly,Fiber,52,290.53,14001.02,No,2,Yes,No,2,39,0
20867,East,Standard,Monthly,DSL,60,252.07,16200.44,Yes,2,Yes,No,4,67,0
20868,North,Basic,Quarterly,Fiber,51,278.82,13417.08,Yes,1,No,No,3,61,0
20869,West,Premium,Quarterly,Fiber,28,345.41,9918.55,Yes,2,Yes,Yes,3,52,0
20870,West,Standard,Monthly,None,35,218.91,7662.34,Yes,1,No,No,3,8,0
20871,South,Basic,Monthly,DSL,42,215.06,9546.18,Yes,0,No,No,4,51,0
20872,West,Basic,Annual,DSL,29,222.78,6444.53,Yes,2,Yes,No,4,57,0
20873,South,Standard,Monthly,DSL,59,274.62,15587.82,No,2,No,No,3,7,0
20874,West,Premium,Monthly,Fiber,56,313.21,17026.12,Yes,1,No,No,2,7,0
20875,East,Standard,Quarterly,Fiber,38,309.48,10911.05,Yes,0,No,No,5,71,0
20876,North,Standard,Monthly,Fiber,6,288.48,1699.32,Yes,1,Yes,No,5,28,1
20877,South,Standard,Monthly,Fiber,49,317.36,15396.83,No,1,Yes,Yes,1,19,1
20878,West,Basic,Monthly,Fiber,14,268.46,3889.8,No,1,Yes,No,4,14,0
20879,South,Basic,Monthly,Fiber,29,281.76,8540.68,Yes,0,Yes,No,4,83,0
20880,East,Basic,Monthly,DSL,49,218.72,10776.98,Yes,2,Yes,No,2,20,0
20881,East,Standard,Quarterly,None,28,216.87,6389.88,Yes,2,No,No,4,44,0
20882,East,Standard,Annual,DSL,10,274.85,2563.47,Yes,2,No,No,4,46,0
20883,South,Basic,Monthly,Fiber,46,251.39,11465.7,Yes,0,Yes,No,3,46,0
20884,West,Basic,Monthly,DSL,47,235.66,10675.65,No,1,No,No,3,25,0
20885,West,Basic,Monthly,Fiber,4,238.61,888.3,Yes,1,No,No,3,57,0
20886,South,Premium,Annual,Fiber,24,302.44,7228.2,No,3,Yes,Yes,5,20,0
20887,South,Standard,Monthly,Fiber,2,301.43,578.05,Yes,3,Yes,No,3,83,1
20888,North,Standard,Quarterly,DSL,46,234.32,11274.18,No,0,Yes,No,1,17,1
20889,East,Basic,Quarterly,Fiber,59,293.16,17218.49,Yes,2,Yes,Yes,5,46,0
20890,West,Basic,Monthly,DSL,29,208.2,6238.59,No,0,Yes,No,3,82,1
20891,South,Basic,Annual,Fiber,25,253.35,6349.55,Yes,1,No,No,3,10,0
20892,South,Standard,Quarterly,Fiber,31,310.68,9605.58,Yes,0,No,No,4,18,0
20893,South,Basic,Annual,None,47,219.9,10471.87,No,1,Yes,Yes,5,4,0
20894,East,Premium,Quarterly,DSL,51,279.11,14483.25,Yes,1,No,No,4,79,0
20895,North,Standard,Quarterly,DSL,46,264.88,13383.46,No,2,No,No,4,37,0
20896,East,Premium,Annual,DSL,15,298.03,4390.12,Yes,3,No,Yes,3,69,0
20897,West,Basic,Quarterly,DSL,38,241.31,9852.0,Yes,5,Yes,No,3,66,0
20898,North,Standard,Monthly,None,33,222.74,7268.44,No,2,No,No,3,60,0
20899,South,Basic,Monthly,Fiber,50,276.07,13447.74,No,1,Yes,No,4,56,0
20900,North,Premium,Quarterly,DSL,49,289.84,13902.64,No,0,No,No,3,45,0
20901,East,Standard,Monthly,DSL,8,240.3,1801.05,Yes,0,No,Yes,3,71,0
20902,West,Standard,Monthly,Fiber,40,284.47,10302.02,No,2,Yes,No,2,53,1
20903,East,Basic,Annual,Fiber,16,306.59,5345.47,No,0,No,No,4,54,0
20904,West,Basic,Annual,Fiber,38,297.06,10437.67,No,1,No,No,5,1,0
20905,North,Standard,Monthly,DSL,44,228.27,10170.32,Yes,1,Yes,No,4,28,0
20906,North,Basic,Annual,DSL,41,251.88,9858.28,Yes,0,Yes,Yes,3,22,0
20907,West,Standard,Monthly,DSL,34,249.19,8382.33,Yes,1,No,Yes,4,48,0
20908,North,Standard,Monthly,None,6,231.03,1389.65,Yes,0,Yes,No,4,85,0
20909,West,Basic,Quarterly,DSL,39,223.89,8142.04,No,1,Yes,Yes,4,64,0
20910,East,Basic,Monthly,Fiber,40,308.63,12516.62,No,0,Yes,No,5,43,1
20911,West,Basic,Monthly,Fiber,49,278.89,14216.62,Yes,1,Yes,Yes,3,32,0
20912,North,Basic,Quarterly,DSL,23,227.98,5702.94,Yes,0,Yes,No,3,7,0
20913,South,Basic,Quarterly,DSL,53,225.88,12295.8,No,0,Yes,No,3,64,1
20914,East,Standard,Monthly,Fiber,50,315.98,14860.51,Yes,0,Yes,No,4,85,0
20915,North,Standard,Quarterly,Fiber,21,301.64,5728.87,Yes,0,Yes,Yes,2,69,0
20916,South,Basic,Annual,Fiber,35,284.21,9615.79,No,1,Yes,Yes,1,28,0
20917,North,Standard,Annual,DSL,47,236.25,11471.72,No,0,No,No,2,64,0
20918,North,Premium,Monthly,DSL,29,266.62,7724.95,No,2,Yes,No,3,30,0
20919,North,Basic,Annual,None,35,225.62,7172.2,No,2,No,No,4,55,0
20920,North,Basic,Monthly,None,2,211.0,397.91,Yes,1,No,No,4,39,0
20921,South,Basic,Monthly,Fiber,33,294.58,10569.74,Yes,1,No,No,4,28,0
20922,North,Basic,Monthly,Fiber,26,289.08,7343.65,Yes,2,No,No,2,71,1
20923,East,Basic,Monthly,Fiber,44,255.57,10572.52,No,1,Yes,No,3,76,0
20924,South,Standard,Monthly,DSL,32,239.72,8035.48,Yes,1,Yes,No,3,64,0
20925,South,Standard,Quarterly,DSL,18,255.4,4570.95,No,3,Yes,No,2,54,1
20926,South,Basic,Quarterly,Fiber,34,277.24,8495.47,Yes,1,Yes,No,3,39,0
20927,North,Standard,Quarterly,DSL,30,256.88,7357.81,No,0,Yes,Yes,4,45,0
20928,North,Basic,Quarterly,DSL,44,224.29,10686.87,Yes,1,No,Yes,2,6,0
20929,West,Basic,Monthly,Fiber,23,261.04,6345.9,Yes,0,Yes,No,3,12,0
20930,North,Basic,Annual,DSL,48,220.79,9655.11,Yes,1,Yes,Yes,4,10,0
20931,East,Basic,Quarterly,DSL,55,217.15,12971.3,Yes,1,Yes,No,4,11,0
20932,West,Basic,Monthly,Fiber,20,254.72,5093.09,No,0,Yes,No,4,64,0
20933,South,Standard,Quarterly,DSL,46,242.99,11056.9,No,1,No,No,3,68,0
20934,South,Basic,Monthly,DSL,58,246.33,13662.63,No,3,Yes,No,5,10,0
20935,South,Standard,Quarterly,DSL,23,248.68,5343.08,Yes,0,No,Yes,4,34,0
20936,North,Standard,Monthly,DSL,40,283.36,10504.68,No,1,Yes,No,3,40,0
20937,North,Standard,Monthly,Fiber,8,292.08,2312.88,Yes,2,No,No,5,73,0
20938,North,Basic,Quarterly,Fiber,14,274.99,3871.97,No,1,No,No,4,57,0
20939,North,Standard,Monthly,Fiber,60,285.89,18259.76,No,0,Yes,No,5,13,0
20940,South,Basic,Quarterly,Fiber,23,279.84,6541.25,No,1,No,No,5,86,0
20941,South,Basic,Monthly,Fiber,46,284.72,12461.97,Yes,1,Yes,Yes,4,29,1
20942,North,Standard,Quarterly,DSL,14,310.2,4112.07,No,0,Yes,No,4,66,0
20943,South,Basic,Monthly,DSL,2,251.23,545.73,No,0,Yes,No,5,59,0
20944,North,Basic,Quarterly,None,58,204.97,11591.78,Yes,1,Yes,Yes,2,77,0
20945,East,Standard,Monthly,Fiber,4,293.48,1280.9,Yes,1,Yes,No,4,78,1
20946,South,Standard,Monthly,Fiber,24,280.73,6285.93,No,1,Yes,No,4,55,0
20947,North,Standard,Annual,DSL,51,219.76,11389.05,No,1,No,Yes,3,36,0
20948,West,Standard,Monthly,DSL,36,242.63,9412.02,Yes,1,No,No,4,6,0
20949,West,Basic,Quarterly,None,9,203.95,1832.72,No,2,Yes,No,3,53,0
20950,North,Basic,Monthly,DSL,16,244.95,3999.53,No,2,No,No,3,14,1
20951,West,Standard,Quarterly,DSL,32,232.38,7192.95,No,2,No,Yes,4,63,0
20952,North,Premium,Monthly,DSL,32,323.63,9711.83,No,2,No,Yes,3,55,0
20953,East,Premium,Quarterly,Fiber,27,321.58,8164.28,No,0,No,No,3,65,0
20954,East,Standard,Quarterly,Fiber,15,278.64,4170.85,Yes,0,Yes,No,3,69,0
20955,West,Basic,Monthly,DSL,49,215.47,11171.66,Yes,3,Yes,No,4,17,0
20956,North,Basic,Monthly,DSL,4,237.91,986.67,Yes,2,No,No,5,41,1
20957,West,Standard,Monthly,Fiber,36,324.48,12542.37,Yes,2,Yes,No,4,53,1
20958,North,Basic,Quarterly,Fiber,58,285.78,16901.5,No,1,Yes,No,3,38,0
20959,East,Standard,Annual,DSL,25,266.25,6552.33,Yes,1,No,No,3,3,0
20960,West,Premium,Monthly,Fiber,15,327.61,4993.39,No,2,No,No,4,2,0
20961,South,Basic,Monthly,DSL,60,225.74,13247.37,No,0,No,Yes,5,63,0
20962,South,Premium,Monthly,DSL,12,294.39,3248.79,Yes,1,Yes,No,4,17,0
20963,North,Basic,Monthly,Fiber,7,284.22,2028.67,No,1,No,No,3,61,0
20964,South,Basic,Monthly,DSL,36,214.25,7463.88,No,0,Yes,No,2,52,0
20965,North,Standard,Monthly,DSL,24,269.64,6974.2,No,0,Yes,Yes,1,14,1
